localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"València, Villanueva De Castellón",Cross,1500 m,runedia,2025-02-10,2025,2,Lunes,1.5,CrossKids Infantil Villanueva de Castellón,7,112,False
"València, Alzira",Asfalto,6000 m,runedia,2025-02-11,2025,2,Martes,6.0,Carrera Popular Solidaria Manos Unidas Alzira,7,112,False
"València, Massalfassar",Duatlón,5000 m,runedia,2025-02-11,2025,2,Martes,5.0,Duatló de Massalfassar,7,112,False
"Castelló, Benicarló",Asfalto,21097 m,runedia,2025-02-11,2025,2,Martes,21.1,Media Maratón de la Alcachofa Benicarló-Peñiscola,7,112,False
"València, Pedralba",Asfalto,10000 m,runedia,2025-02-11,2025,2,Martes,10.0,Carrera Parque Natural del Túria,7,112,False
"València, Benifaio",Asfalto,10350 m,runedia,2025-02-11,2025,2,Martes,10.35,Quart de la Mitja Marató Roquette Benifaio,7,112,False
"Alacant, Ibi",Canicross,8000 m,runedia,2025-02-11,2025,2,Martes,8.0,1º Canicross y 3ª Marcha con perro de Ibi (Alicante),7,112,False
"Alacant, Orihuela",Asfalto,8000 m,runedia,2025-02-11,2025,2,Martes,8.0,8K Gran premio Caja Rural Central,7,112,False
"Castelló, Oropesa Del Mar",Btt,300000 m,runedia,2025-02-11,2025,2,Martes,300.0,Mediterranean EPIC by GAES,7,112,False
"Castelló, La Vall D'Uixó",Montaña,25000 m,runedia,2025-02-11,2025,2,Martes,25.0,"2a Prueba del campeonato liga de carrera por montaña, Vall D'uixó, FEMECV",7,112,False
"València, Massamagrell",Duatlón,27450 m,runedia,2025-02-11,2025,2,Martes,27.45,Duatló de Massamagrell,7,112,False
"València, Turis",Asfalto,8700 m,runedia,2025-02-11,2025,2,Martes,8.7,Gran fons de Turis Raimon Soria  - Curta,7,112,False
"València, Xeresa",Montaña,11500 m,runedia,2025-02-11,2025,2,Martes,11.5,Sprint Trail de Xeresa,7,112,False
"València, Luchente",Caminata,13000 m,runedia,2025-02-11,2025,2,Martes,13.0,Trail Xio Llutxent 13k,7,112,False
"València, Simat De La Valldigna",Montaña,12000 m,runedia,2025-02-11,2025,2,Martes,12.0,Simat Trail 12k,7,112,False
"València, Simat",Montaña,19000 m,runedia,2025-02-11,2025,2,Martes,19.0,Simat Trail 19k,7,112,False
"Alacant, La Font D´En Carròs",Asfalto,9400 m,runedia,2025-02-11,2025,2,Martes,9.4,Volta a peu  Trofeu San Valenti - La Font d´En Carròs,7,112,False
"València, Genovés",Montaña,13000 m,runedia,2025-02-11,2025,2,Martes,13.0,Sprint Trail L´Aventaor de Genovés,7,112,False
"València, La Font D´En Carròs",Asfalto,9400 m,runedia,2025-02-11,2025,2,Martes,9.4,Volta a peu a La Font d´En Carròs,7,112,False
"Alacant, Alcoi",Asfalto,8400 m,runedia,2025-02-12,2025,2,Miércoles,8.4,Subida a la Fuente Roja APLAZADA,7,112,False
"València, Alzira",,6000 m,runedia,2025-02-12,2025,2,Miércoles,6.0,Carrera Popular Solidaria Manos Unidas Alzira,7,112,False
"Castelló, Castellon",Ruta,10000 m,runedia,2025-02-12,2025,2,Miércoles,10.0,10k HdosO - Trofeo Caja Rural Castellón,7,112,False
"Alacant, Otinyent",Montaña,26700 m,runedia,2025-02-12,2025,2,Miércoles,26.7,Clariano Trail,7,112,False
"Alacant, Alicante",Montaña,21000 m,runedia,2025-02-12,2025,2,Miércoles,21.0,Media Maratón de Montaña Alicante,7,112,False
"Castelló, Betxi",Asfalto,5000 m,runedia,2025-02-12,2025,2,Miércoles,5.0,5K Betxi,7,112,False
"València, Benifaio",Asfalto,21097 m,runedia,2025-02-12,2025,2,Miércoles,21.1,Mitja Marató Roquette Benifaio,7,112,False
"València, Genovés",Travesía,13000 m,runedia,2025-02-12,2025,2,Miércoles,13.0,Marxa Senderista L´Aventaor de Genovés,7,112,False
"València, Luchente",Caminata,12700 m,runedia,2025-02-12,2025,2,Miércoles,12.7,Marxa Senderista XIO Llutxent,7,112,False
"Alacant, Benidorm",Asfalto,5315 m,runedia,2025-02-12,2025,2,Miércoles,5.32,Carrera Popular Carnaval de Benidorm,7,112,False
"Alacant, Senija",Montaña,15000 m,runedia,2025-02-12,2025,2,Miércoles,15.0,Camí dels Bandolers - curta,7,112,False
"Castelló, Castellon",Asfalto,10000 m,runedia,2025-02-12,2025,2,Miércoles,10.0,10k HdosO Castellón,7,112,False
"Alacant, Senija",Montaña,25000 m,runedia,2025-02-12,2025,2,Miércoles,25.0,"Media Maratón por Montaña ""El Camí dels Bandolers""",7,112,False
"València, Genovés",Montaña,21000 m,runedia,2025-02-12,2025,2,Miércoles,21.0,Mitja Marató per Muntanya L´Aventaor de Genovés,7,112,False
"València, Benissanó",Btt,35000 m,runedia,2025-02-12,2025,2,Miércoles,35.0,MTB Benissanó - Circuito MTB Valencia,7,112,False
"Alacant, Muro D´Alcoi",Canicross,7000 m,runedia,2025-02-12,2025,2,Miércoles,7.0,Canicross i Marxacan Vila de Muro,7,112,False
"València, Turis",Asfalto,16000 m,runedia,2025-02-12,2025,2,Miércoles,16.0,Gran fons de Turis Raimon Soria Llarga - Circuito Cajamar Ribera de Xúquer,7,112,False
"Alacant, Banyeres De Mariola",Btt,38000 m,runedia,2025-02-12,2025,2,Miércoles,38.0,Marxa BTT Banyeres de Mariola,7,112,False
"València, Albalat Dels Tarongers",Montaña,21000 m,runedia,2025-02-12,2025,2,Miércoles,21.0,ADT Trail Albalat dels Tarongers,7,112,False
"València, Rafelbunyol",Asfalto,6000 m,runedia,2025-02-12,2025,2,Miércoles,6.0,Carrera solidaria Rafelbunyol contra el càncer,7,112,False
"Castelló, Almenara",Montaña,8000 m,runedia,2025-02-12,2025,2,Miércoles,8.0,Almenara Xtrem - Sprint al Castell,7,112,False
"València, Turis",Asfalto,8700 m,runedia,2025-02-12,2025,2,Miércoles,8.7,Gran fons de Turis Raimon Soria Curta - Circuito Cajamar Ribera de Xúquer,7,112,False
"Alacant, Polop",Obstáculos,10000 m,runedia,2025-02-12,2025,2,Miércoles,10.0,Medieval Xtreme Race Polop 9k,7,112,False
"València, Alberic",Duatlón,5000 m,runedia,2025-02-12,2025,2,Miércoles,5.0,Duatló Alberic,7,112,False
"Alacant, Polop",Obstáculos,9000 m,runedia,2025-02-12,2025,2,Miércoles,9.0,Medieval Xtrem Race - Polop,7,112,False
"València, Turis",Asfalto,7700 m,runedia,2025-02-12,2025,2,Miércoles,7.7,Gran fons de Turis Raimon Soria  - Curta,7,112,False
"Alacant, Pedreguer",Montaña,15000 m,runedia,2025-02-12,2025,2,Miércoles,15.0,Cursa de muntanya Ocaive - Speed Trail 15k,7,112,False
"València, La Pobleta",Montaña,42500 m,runedia,2025-02-12,2025,2,Miércoles,42.5,Mamova 42k (Maraton de montaña de la provincia de Valencia),7,112,False
"València, Luchente",Montaña,15700 m,runedia,2025-02-12,2025,2,Miércoles,15.7,Trail XIO Llutxent,7,112,False
"València, Benifaio",Ruta,21097 m,runedia,2025-02-13,2025,2,Jueves,21.1,Mitja marato Roquette Benifaio,7,112,False
"València, Alberic",Duatlón,29500 m,runedia,2025-02-13,2025,2,Jueves,29.5,II Duatló Alberic,7,112,False
"València, Simat",Montaña,10000 m,runedia,2025-02-13,2025,2,Jueves,10.0,I Trail Simat Ontrack (Recorrido marcado) Virtual,7,112,False
"València, Simat",Montaña,20000 m,runedia,2025-02-13,2025,2,Jueves,20.0,I Trail Simat Ontrack (Recorrido marcado),7,112,False
"Alacant, Orihuela",Ruta,21097 m,runedia,2025-02-13,2025,2,Jueves,21.1,Medio Maratón Ciudad de Orihuela,7,112,False
"Castelló, Alfondeguilla",Montaña,18480 m,runedia,2025-02-13,2025,2,Jueves,18.48,Cursa de Muntanya Castro d'Alfondeguilla,7,112,False
"València, Favara",Montaña,12000 m,runedia,2025-02-13,2025,2,Jueves,12.0,Trail dels senglars - 12k,7,112,False
"València, Favara",Montaña,21000 m,runedia,2025-02-13,2025,2,Jueves,21.0,Trail dels Senglars 21k,7,112,False
"València, Alberic",Duatlón,5000 m,runedia,2025-02-13,2025,2,Jueves,5.0,II Duatló Alberic,7,112,False
"Alacant, Orihuela",Asfalto,8000 m,runedia,2025-02-13,2025,2,Jueves,8.0,8K Orihuela Gran Premio Caja Rural Central,7,112,False
"València, Luchente",Montaña,20000 m,runedia,2025-02-13,2025,2,Jueves,20.0,Trail XIO Llutxent,7,112,False
"Castelló, Oropesa Del Mar",Btt,65000 m,runedia,2025-02-13,2025,2,Jueves,65.0,Mediterranean EPIC - Etapa 1 - 65k,7,112,False
"Alacant, Novelda",Obstáculos,7000 m,runedia,2025-02-13,2025,2,Jueves,7.0,Medieval Xtrem Race - Novelda,7,112,False
"Alacant, Alicante",Cross,8000 m,runedia,2025-02-14,2025,2,Viernes,8.0,Cross de San Gabriel,7,112,False
"Castelló, Castelló De La Plana",Btt,55000 m,runedia,2025-02-14,2025,2,Viernes,55.0,Mediterranean Epic - Etapa 2 - 55k,7,112,False
"Alacant, Banyeres De Mariola",Montaña,24000 m,runedia,2025-02-14,2025,2,Viernes,24.0,Blasca Trail - 3a Prueba del campeonato liga de carrera por montaña - FEMECV - Larga,7,112,False
"Castelló, Oropesa Del Mar",Btt,250000 m,runedia,2025-02-14,2025,2,Viernes,250.0,Mediterranean EPIC by GAES,7,112,False
"Alacant, Orihuela",Cross,5600 m,runedia,2025-02-14,2025,2,Viernes,5.6,Cross Orihuela Ciudad del poeta Miguel Hernández,7,112,False
"Castelló, Castelló De La Plana",Cross,9400 m,runedia,2025-02-14,2025,2,Viernes,9.4,Cross de Castellón,7,112,False
"Alacant, Benimantell",Travesía,14000 m,runedia,2025-02-14,2025,2,Viernes,14.0,Sendeando junto al río Guadalest,7,112,False
"València, Moncada",Asfalto,5000 m,runedia,2025-02-14,2025,2,Viernes,5.0,Race for Two,7,112,False
"Alacant, Denia",Btt,66000 m,runedia,2025-02-14,2025,2,Viernes,66.0,Volta a la Marina - Denia,7,112,False
"Alacant, Catral",Asfalto,14590 m,runedia,2025-02-14,2025,2,Viernes,14.59,Trotada Solidaria de Catral,7,112,False
"Castelló, Montanejos",Travesía,14000 m,runedia,2025-02-14,2025,2,Viernes,14.0,Ruta Senderista Montanejos - Puebla de Arenoso,7,112,False
"Alacant, Orihuela",Asfalto,21097 m,runedia,2025-02-14,2025,2,Viernes,21.1,Medio Maratón Ciudad de Orihuela,7,112,False
"València, Genovés",Travesía,15500 m,runedia,2025-02-14,2025,2,Viernes,15.5,Marxa Senderista L´Aventaor de Genovés,7,112,False
"València, Alboraya",Asfalto,7000 m,runedia,2025-02-14,2025,2,Viernes,7.0,7km Port Saplaya - San Valentin,7,112,False
"Castelló, Castlló De La Plana",Btt,40000 m,runedia,2025-02-14,2025,2,Viernes,40.0,Pedalada BTT 1500 Ciutat de Castelló 40k,7,112,False
"València, Turis",Asfalto,8000 m,runedia,2025-02-14,2025,2,Viernes,8.0,Gran fons de Turis 8km,7,112,False
"Castelló, Oropesa Del Mar",Btt,85000 m,runedia,2025-02-15,2025,2,Sábado,85.0,Mediterranean EPIC - Etapa 3 - 85k,7,112,False
"Alacant, Benidorm",Btt,68000 m,runedia,2025-02-16,2025,2,Domingo,68.0,Volta a la Marina - Benidorm 68k,7,112,False
"València, Torrent",Btt,45000 m,runedia,2025-02-16,2025,2,Domingo,45.0,MTB Torrent - VII Circuit MTB Valencia,7,112,False
"Alacant, Ondara",Montaña,14500 m,runedia,2025-02-16,2025,2,Domingo,14.5,GDP Trail 14.5k,7,112,False
"Alacant, Banyeres De Mariola",Montaña,14000 m,runedia,2025-02-16,2025,2,Domingo,14.0,Blasca Trail - 3a Prueba del campeonato liga de carrera por montaña - FEMECV - Corta,7,112,False
"Castelló, Castellón De La Plana",Asfalto,42195 m,runedia,2025-02-16,2025,2,Domingo,42.2,Marató BP Castelló,7,112,False
"Castelló, Cabanes",Canicross,6300 m,runedia,2025-02-16,2025,2,Domingo,6.3,Canicros Cabanes,7,112,False
"València, Alberic",Duatlón,29500 m,runedia,2025-02-16,2025,2,Domingo,29.5,DUATLÓ ALBERIC,7,112,False
"Castelló, Oropesa Del Mar",Btt,50000 m,runedia,2025-02-16,2025,2,Domingo,50.0,Mediterranean EPIC - Etapa 4 - 50k,7,112,False
"Alacant, Ondara",Montaña,21000 m,runedia,2025-02-16,2025,2,Domingo,21.0,GDP Trail 21k,7,112,False
"València, Anna",Montaña,42000 m,runedia,2025-02-16,2025,2,Domingo,42.0,Maraton Trail de Anna 42Km,7,112,False
"València, Anna",Montaña,14000 m,runedia,2025-02-16,2025,2,Domingo,14.0,Sprint Trail de Anna - 14km,7,112,False
"Castelló, Almedijar",Montaña,28000 m,runedia,2025-02-16,2025,2,Domingo,28.0,Trail Almedijar 28k,7,112,False
"Alacant, Ondara",Caminata,13500 m,runedia,2025-02-16,2025,2,Domingo,13.5,GDP Caminata,7,112,False
"València, La Pobleta",Montaña,8000 m,runedia,2025-02-16,2025,2,Domingo,8.0,8k Mamova,7,112,False
"Castelló, Vall D'Uixo",,11000 m,runedia,2025-02-16,2025,2,Domingo,11.0,Open 11k Ciutat Vall D'Uixo,7,112,False
"Alacant, Santa Pola",Montaña,11700 m,runedia,2025-02-16,2025,2,Domingo,11.7,"Prueba copa Marcha Nórdica, FEMECV",7,112,False
"València, Valencia",Asfalto,1200 m,runedia,2025-02-16,2025,2,Domingo,1.2,Carrera Solidaria Von Hippel-Lindau,7,112,False
"València, Valencia",,12000 m,runedia,2025-02-16,2025,2,Domingo,12.0,1ª Prova Copa Marxa Nordica FEMECV,7,112,False
"València, Paiporta",Asfalto,7200 m,runedia,2025-02-16,2025,2,Domingo,7.2,Cursa solidaria pels afectats de Von Hippel Lindau,7,112,False
"València, Paiporta",Asfalto,3300 m,runedia,2025-02-16,2025,2,Domingo,3.3,Caminada solidaria pels afectats de Von Hippel Lindau,7,112,False
"Alacant, La Font D´En Carròs",Asfalto,9400 m,runedia,2025-02-16,2025,2,Domingo,9.4,Volta a peu a La Font d´En Carròs,7,112,False
"Castelló, Castellón De La Plana",Asfalto,10000 m,runedia,2025-02-16,2025,2,Domingo,10.0,10K FACSA CASTELLÓN,7,112,False
"Castelló, Almedijar",Montaña,17000 m,runedia,2025-02-17,2025,2,Lunes,17.0,Trail Almedijar 17k,8,88,False
"Alacant, Villena",Asfalto,43000 m,runedia,2025-02-17,2025,2,Lunes,43.0,Apadis Tetrail - 43k,8,88,False
"Alacant, Benidorm",Cross,7575 m,runedia,2025-02-17,2025,2,Lunes,7.58,Cross Campo a Través Doble Amor Benidorm - Masc,8,88,False
"Alacant, Ondara",Montaña,13000 m,runedia,2025-02-17,2025,2,Lunes,13.0,Gegant de Pedra - Cursa,8,88,False
"València, Xàtiva",Cross,5790 m,runedia,2025-02-17,2025,2,Lunes,5.79,Cross Ciutat de Xàtiva,8,88,False
"València, Simat De La Valldigna",Asfalto,15000 m,runedia,2025-02-17,2025,2,Lunes,15.0,Gran Fons a la Valldigna,8,88,False
"València, València",Asfalto,15000 m,runedia,2025-02-17,2025,2,Lunes,15.0,15k Valencia abierta al Mar,8,88,False
"Alacant, Xàbia",Montaña,21000 m,runedia,2025-02-17,2025,2,Lunes,21.0,1º Mitja Marató Muntanya Xàbia,8,88,False
"València, La Yesa",Canicross,6700 m,runedia,2025-02-17,2025,2,Lunes,6.7,Open Mushing y Canicross La yesa,8,88,False
"València, Anna",Montaña,14000 m,runedia,2025-02-17,2025,2,Lunes,14.0,Trail de Anna - Marcha,8,88,False
"Castelló, Useres",Asfalto,20000 m,runedia,2025-02-17,2025,2,Lunes,20.0,"Trail Les Useres, Pujada al Castellet",8,88,False
"València, Castelló De Rugat",Asfalto,21000 m,runedia,2025-02-17,2025,2,Lunes,21.0,Mitja Marató de Muntanya Castelló de Rugat,8,88,False
"Alacant, Ondara",Montaña,20500 m,runedia,2025-02-17,2025,2,Lunes,20.5,X GDP,8,88,False
"Alacant, Benidorm",Cross,5360 m,runedia,2025-02-17,2025,2,Lunes,5.36,Cross Campo a Través Doble Amor Benidorm - Fem,8,88,False
"Castelló, Benicassim",Asfalto,21097 m,runedia,2025-02-17,2025,2,Lunes,21.1,Media maraton benicassim,8,88,False
"Castelló, Onda",Obstáculos,11000 m,runedia,2025-02-18,2025,2,Martes,11.0,Unbroken Race Onda - Elite,8,88,False
"Alacant, Benidorm",Btt,1000 m,runedia,2025-02-18,2025,2,Martes,1000.0,Volta a la Marina - Benidorm,8,88,False
"Castelló, Almedijar",Montaña,30000 m,runedia,2025-02-18,2025,2,Martes,30.0,Trail Almedijar 30k,8,88,False
"Alacant, Ondara",Montaña,19500 m,runedia,2025-02-18,2025,2,Martes,19.5,GDP 9.0,8,88,False
"València, Pedralba",Montaña,10000 m,runedia,2025-02-18,2025,2,Martes,10.0,carrera parque natural del turia,8,88,False
"Alacant, Parcent",Obstáculos,9000 m,runedia,2025-02-18,2025,2,Martes,9.0,Pretorian Race - Parcent,8,88,False
"Castelló, La Vall D'Uixó",Btt,45000 m,runedia,2025-02-18,2025,2,Martes,45.0,La Machacá - Btt Ciutat Vall d'Uixó 45k,8,88,False
"Alacant, Ondara",Caminata,14000 m,runedia,2025-02-18,2025,2,Martes,14.0,Gegant de Pedra - Marxa,8,88,False
"Alacant, El Campello",Asfalto,5000 m,runedia,2025-02-18,2025,2,Martes,5.0,Carrera Popular Playa de Muchavista,8,88,False
"Alacant, Benejúzar",Montaña,18000 m,runedia,2025-02-18,2025,2,Martes,18.0,Trail Montes del Pilar - 18Km,8,88,False
"Castelló, Almedijar",Montaña,15000 m,runedia,2025-02-18,2025,2,Martes,15.0,Trail Almedijar 15k,8,88,False
"València, Alborache (Valencia)",Btt,40000 m,runedia,2025-02-18,2025,2,Martes,40.0,Marcha BTT Alborache,8,88,False
"València, Alginet",Caminata,10000 m,runedia,2025-02-18,2025,2,Martes,10.0,Tomaca Trail - Senderismo,8,88,False
"València, Antella",Duatlón,27500 m,runedia,2025-02-18,2025,2,Martes,27.5,Duatló d'Antella,8,88,False
"Alacant, Alicante",Caminata,10000 m,runedia,2025-02-18,2025,2,Martes,10.0,SerraGrossa Senderista,8,88,False
"Alacant, Benejúzar",Montaña,27000 m,runedia,2025-02-18,2025,2,Martes,27.0,Trail Montes del Pilar - 27km,8,88,False
"Alacant, Elche",Asfalto,10000 m,runedia,2025-02-18,2025,2,Martes,10.0,Carrera Contra el Cáncer de Elche,8,88,False
"Alacant, Ondara",Montaña,14000 m,runedia,2025-02-18,2025,2,Martes,14.0,Gegant de Pedra - Cursa,8,88,False
"Alacant, Villena",Caminata,13000 m,runedia,2025-02-18,2025,2,Martes,13.0,Apadis Tetrail - Senderismo,8,88,False
"Castelló, Castellón De La Plana",Asfalto,10000 m,runedia,2025-02-19,2025,2,Miércoles,10.0,Carrera 10km del Maratón internacional ciutat de Castelló,8,88,False
"Alacant, El Campello",Asfalto,1609 m,runedia,2025-02-19,2025,2,Miércoles,1.61,Milla Popular Playa de Muchavista,8,88,False
"València, Alzira",Obstáculos,6000 m,runedia,2025-02-19,2025,2,Miércoles,6.0,Fun Race Alzira,8,88,False
"Alacant, Villena",Asfalto,34000 m,runedia,2025-02-19,2025,2,Miércoles,34.0,Apadis Tetrail - 34k,8,88,False
"Alacant, El Campello",Asfalto,6000 m,runedia,2025-02-19,2025,2,Miércoles,6.0,Carrera Popular Playa de Muchavista - 6Km,8,88,False
"Alacant, La Vila Joiosa",Asfalto,25400 m,runedia,2025-02-19,2025,2,Miércoles,25.4,Volta a la Marina - Aitana de la Vila,8,88,False
"Alacant, Mutxamel",Asfalto,6000 m,runedia,2025-02-19,2025,2,Miércoles,6.0,6Km Solidarios Apamm Mutxamel,8,88,False
"València, Torrent",Asfalto,900 m,runedia,2025-02-19,2025,2,Miércoles,900.0,"9 km, 9 meses",8,88,False
"Alacant, Ondara",Montaña,19500 m,runedia,2025-02-19,2025,2,Miércoles,19.5,GDP 8.0,8,88,False
"Alacant, Villena",Asfalto,19000 m,runedia,2025-02-19,2025,2,Miércoles,19.0,Apadis Tetrail - 19k,8,88,False
"Alacant, Fontilles",Btt,7300 m,runedia,2025-02-19,2025,2,Miércoles,7.3,Trofeu BTT La Vall de Laguar,8,88,False
"Alacant, Alicante",Asfalto,21097 m,runedia,2025-02-19,2025,2,Miércoles,21.1,Medio Maratón de Alicante,8,88,False
"Alacant, Benejúzar",Montaña,32000 m,runedia,2025-02-19,2025,2,Miércoles,32.0,I Trail Montes del Pilar,8,88,False
"Castelló, Castellón De La Plana",Asfalto,42195 m,runedia,2025-02-19,2025,2,Miércoles,42.2,Maratón internacional ciutat de Castelló,8,88,False
"València, Valencia",Tierra,80000 m,runedia,2025-02-19,2025,2,Miércoles,80.0,EcoTrail Valencia,8,88,False
"València, Xeresa",Montaña,9500 m,runedia,2025-02-19,2025,2,Miércoles,9.5,Monduber trail-10k,8,88,False
"València, Bellreguard",Asfalto,7200 m,runedia,2025-02-19,2025,2,Miércoles,7.2,Cursa Popular de Bellreguard,8,88,False
"València, Valencia",Tierra,20000 m,runedia,2025-02-19,2025,2,Miércoles,20.0,EcoTrail Valencia,8,88,False
"València, Valencia",Tierra,43000 m,runedia,2025-02-19,2025,2,Miércoles,43.0,EcoTrail Valencia,8,88,False
"Castelló, Vila-Real",Duatlón,27500 m,runedia,2025-02-20,2025,2,Jueves,27.5,Duatló sprint  Vila-real,8,88,False
"València, La Pobleta",Montaña,42500 m,runedia,2025-02-20,2025,2,Jueves,42.5,Mamova 42 k (Maraton de montaña de la provincia de Valencia),8,88,False
"Alacant, Alicante",Asfalto,21097 m,runedia,2025-02-20,2025,2,Jueves,21.1,Medio Maratón Aguas de Alicante,8,88,False
"Castelló, Almedijar",Montaña,18000 m,runedia,2025-02-20,2025,2,Jueves,18.0,Trail Almedijar 18k,8,88,False
"València, La Pobleta",Montaña,42700 m,runedia,2025-02-20,2025,2,Jueves,42.7,Mamova 42 k (Maraton de montaña de Valencia),8,88,False
"València, Ribarroja Del Turia",Ruta,21097 m,runedia,2025-02-20,2025,2,Jueves,21.1,Media Maraton internacional de Ribarroja del Turia,8,88,False
"València, Serra",Caminata,16500 m,runedia,2025-02-21,2025,2,Viernes,16.5,Marcha Nacional de Montañeros Veteranos,8,88,False
"València, Valencia",Asfalto,5000 m,runedia,2025-02-21,2025,2,Viernes,5.0,5K Never Stop Running Nunca te rindas,8,88,False
"València, Miramar",Asfalto,5000 m,runedia,2025-02-21,2025,2,Viernes,5.0,Cursa de la Dona de Miramar,8,88,False
"València, Carlet",Btt,46000 m,runedia,2025-02-21,2025,2,Viernes,46.0,Marcha BTT Ciutat de Carlet,8,88,False
"Castelló, Borriol (Plana Alta)",Montaña,25000 m,runedia,2025-02-21,2025,2,Viernes,25.0,Marxa a peu per Borriol - 25km,8,88,False
"Castelló, Borriol",Caminata,15000 m,runedia,2025-02-21,2025,2,Viernes,15.0,Marxa a Peu No competitiva per Borriol - 15km,8,88,False
"Castelló, Vall D'Alba",Btt,47000 m,runedia,2025-02-21,2025,2,Viernes,47.0,XC Maraton Vall D'Alba - Marcha corta,8,88,False
"Alacant, Olocau",Duatlón,26000 m,runedia,2025-02-21,2025,2,Viernes,26.0,Duatló Mític Olocau,8,88,False
"València, La Llosa De Ranes",Montaña,15000 m,runedia,2025-02-21,2025,2,Viernes,15.0,Trail de Muntanya La Llosa de Ranes,8,88,False
"València, Almussafes",Asfalto,10000 m,runedia,2025-02-21,2025,2,Viernes,10.0,"Carrera ""Quédate sin Aliento por la Hipertensión Pulmonar""",8,88,False
"Alacant, Mutxamel",Asfalto,10000 m,runedia,2025-02-21,2025,2,Viernes,10.0,10KM Solidarios Apamm Mutxamel,8,88,False
"Alacant, Ondara",Montaña,19500 m,runedia,2025-02-21,2025,2,Viernes,19.5,Marxa i Cursa per Muntanya Gegant de Pedra,8,88,False
"Castelló, Vall D'Alba",Btt,72000 m,runedia,2025-02-21,2025,2,Viernes,72.0,XC Maraton Vall D'Alba,8,88,False
